Flight No,Departure Time,Destination,Category,Tier1%,Tier2%,Tier3%
BA9858,07:37:00,AMS,SHORT,1,5,20
BA7278,16:19:00,DXB,LONG,5,15,30
BA8772,20:21:00,JFK,LONG,5,15,30
BA2737,16:35:00,ORD,LONG,5,15,30
BA1179,06:56:00,ZRH,SHORT,1,5,20
BA2319,14:52:00,ORD,LONG,5,15,30
BA9535,20:39:00,FRA,SHORT,1,5,20
BA9498,22:32:00,DFW,LONG,5,15,30
BA6425,06:04:00,BCN,SHORT,1,5,20
BA1624,17:12:00,ORD,LONG,5,15,30
BA2596,07:33:00,MAD,SHORT,1,5,20
BA6214,11:21:00,JFK,LONG,5,15,30
BA3540,18:12:00,AMS,SHORT,1,5,20
BA9443,11:48:00,IST,SHORT,1,5,20
BA9176,17:55:00,CDG,SHORT,1,5,20
BA3404,21:21:00,FRA,SHORT,1,5,20
BA2964,21:24:00,JFK,LONG,5,15,30
BA1096,20:00:00,IST,SHORT,1,5,20
BA8519,19:53:00,LAX,LONG,5,15,30
BA5802,12:47:00,AMS,SHORT,1,5,20
BA3570,21:09:00,HND,LONG,5,15,30
BA7363,19:00:00,HND,LONG,5,15,30
BA5534,10:10:00,DFW,LONG,5,15,30
BA6745,13:58:00,MUC,SHORT,1,5,20
BA5348,18:17:00,FRA,SHORT,1,5,20
BA6276,22:47:00,JFK,LONG,5,15,30
BA8972,08:59:00,AMS,SHORT,1,5,20
BA9190,09:48:00,BCN,SHORT,1,5,20
BA3689,18:07:00,MAD,SHORT,1,5,20
BA5665,08:06:00,ORD,LONG,5,15,30
BA7597,13:55:00,DXB,LONG,5,15,30
BA2650,06:22:00,BCN,SHORT,1,5,20
BA6786,20:05:00,ZRH,SHORT,1,5,20
BA8354,10:23:00,ORD,LONG,5,15,30
BA1974,21:24:00,ZRH,SHORT,1,5,20
BA6421,11:00:00,ZRH,SHORT,1,5,20
BA4663,15:10:00,MAD,SHORT,1,5,20
BA5463,22:24:00,IST,SHORT,1,5,20
BA7757,21:34:00,ORD,LONG,5,15,30
BA9676,13:17:00,FRA,SHORT,1,5,20
BA8473,10:00:00,IST,SHORT,1,5,20
BA1643,09:11:00,LAX,LONG,5,15,30
BA4330,19:07:00,BCN,SHORT,1,5,20
BA2537,07:01:00,AMS,SHORT,1,5,20
BA8268,07:57:00,DXB,LONG,5,15,30
BA1688,16:09:00,MAD,SHORT,1,5,20
BA6900,15:07:00,DFW,LONG,5,15,30
BA1636,07:18:00,DXB,LONG,5,15,30
BA6750,19:19:00,JFK,LONG,5,15,30
BA8301,10:57:00,BCN,SHORT,1,5,20
BA1862,17:58:00,HND,LONG,5,15,30
BA6301,15:45:00,DXB,LONG,5,15,30
BA8512,19:33:00,BCN,SHORT,1,5,20
BA4315,13:44:00,HND,LONG,5,15,30
BA5039,07:59:00,MAD,SHORT,1,5,20
BA2994,07:25:00,JFK,LONG,5,15,30
BA9526,20:11:00,CDG,SHORT,1,5,20
BA1427,16:51:00,AMS,SHORT,1,5,20
BA3582,07:49:00,BCN,SHORT,1,5,20
BA4761,06:17:00,AMS,SHORT,1,5,20
BA7927,10:17:00,VIE,SHORT,1,5,20
BA3469,22:28:00,IST,SHORT,1,5,20
BA9211,06:51:00,ORD,LONG,5,15,30
BA6316,18:04:00,CDG,SHORT,1,5,20
BA1816,15:30:00,ZRH,SHORT,1,5,20
BA4885,12:55:00,BCN,SHORT,1,5,20
BA4859,16:15:00,AMS,SHORT,1,5,20
BA3974,19:45:00,LAX,LONG,5,15,30
BA3129,22:59:00,ZRH,SHORT,1,5,20
BA1010,21:02:00,LAX,LONG,5,15,30
BA1236,09:37:00,ORD,LONG,5,15,30
BA2405,08:34:00,MUC,SHORT,1,5,20
BA6427,10:11:00,DXB,LONG,5,15,30
BA3945,09:36:00,IST,SHORT,1,5,20
BA5191,21:22:00,FRA,SHORT,1,5,20
BA3943,09:06:00,LAX,LONG,5,15,30
BA9097,09:57:00,DXB,LONG,5,15,30
BA2981,13:28:00,IST,SHORT,1,5,20
BA2503,15:37:00,LAX,LONG,5,15,30
BA8029,14:15:00,MUC,SHORT,1,5,20
BA8993,06:54:00,ORD,LONG,5,15,30
BA1149,14:54:00,MUC,SHORT,1,5,20
BA2066,09:02:00,HND,LONG,5,15,30
BA8428,14:26:00,LAX,LONG,5,15,30
BA2755,18:35:00,DXB,LONG,5,15,30
BA6825,15:19:00,CDG,SHORT,1,5,20
BA5506,22:17:00,ZRH,SHORT,1,5,20
BA5582,08:44:00,JFK,LONG,5,15,30
BA6599,20:21:00,IST,SHORT,1,5,20
BA2261,12:19:00,CDG,SHORT,1,5,20
BA8230,07:16:00,HND,LONG,5,15,30
BA3052,12:30:00,VIE,SHORT,1,5,20
BA8027,14:33:00,VIE,SHORT,1,5,20
BA8173,18:14:00,ORD,LONG,5,15,30
BA3385,11:43:00,ORD,LONG,5,15,30
BA3710,08:32:00,JFK,LONG,5,15,30
BA8847,16:42:00,DFW,LONG,5,15,30
BA4945,18:22:00,ZRH,SHORT,1,5,20
BA2367,08:52:00,ORD,LONG,5,15,30
BA3323,18:20:00,AMS,SHORT,1,5,20
BA1837,19:40:00,IST,SHORT,1,5,20
BA3819,22:40:00,AMS,SHORT,1,5,20
BA8458,12:21:00,VIE,SHORT,1,5,20
BA8803,06:28:00,IST,SHORT,1,5,20
BA5238,14:54:00,VIE,SHORT,1,5,20
BA8417,08:13:00,HND,LONG,5,15,30
BA9477,21:43:00,MUC,SHORT,1,5,20
BA2643,08:33:00,MUC,SHORT,1,5,20
BA9610,12:44:00,MAD,SHORT,1,5,20
BA3513,19:09:00,IST,SHORT,1,5,20
BA3307,15:59:00,AMS,SHORT,1,5,20
BA3278,13:55:00,DFW,LONG,5,15,30
BA9773,08:01:00,CDG,SHORT,1,5,20
BA8426,17:40:00,DXB,LONG,5,15,30
BA6275,06:10:00,LAX,LONG,5,15,30
BA4474,16:45:00,FRA,SHORT,1,5,20
BA5094,16:39:00,IST,SHORT,1,5,20
BA7286,12:03:00,DXB,LONG,5,15,30
BA5421,10:01:00,ORD,LONG,5,15,30
BA6669,17:34:00,MUC,SHORT,1,5,20
BA2781,11:23:00,IST,SHORT,1,5,20
BA1127,17:58:00,CDG,SHORT,1,5,20
BA9436,16:04:00,DXB,LONG,5,15,30
BA3783,08:48:00,DXB,LONG,5,15,30
BA3031,14:12:00,JFK,LONG,5,15,30
BA5778,11:02:00,CDG,SHORT,1,5,20
BA7102,10:30:00,LAX,LONG,5,15,30
BA9828,08:03:00,DXB,LONG,5,15,30
BA7089,19:58:00,IST,SHORT,1,5,20
BA8012,10:23:00,ZRH,SHORT,1,5,20
BA8246,20:38:00,BCN,SHORT,1,5,20
BA4093,13:11:00,FRA,SHORT,1,5,20
BA6658,13:39:00,AMS,SHORT,1,5,20
BA3864,12:23:00,ORD,LONG,5,15,30
BA6886,10:59:00,LAX,LONG,5,15,30
BA9812,11:33:00,ZRH,SHORT,1,5,20
BA8284,15:43:00,AMS,SHORT,1,5,20
BA2809,14:30:00,FRA,SHORT,1,5,20
BA2944,20:27:00,HND,LONG,5,15,30
BA1553,10:06:00,DFW,LONG,5,15,30
BA2142,19:40:00,LAX,LONG,5,15,30
BA9149,16:55:00,IST,SHORT,1,5,20
BA8619,15:23:00,DXB,LONG,5,15,30
BA7104,07:01:00,ZRH,SHORT,1,5,20
BA2036,10:06:00,HND,LONG,5,15,30
BA1623,08:37:00,CDG,SHORT,1,5,20
BA7829,15:52:00,AMS,SHORT,1,5,20
BA7339,08:07:00,MUC,SHORT,1,5,20
BA7027,12:53:00,ORD,LONG,5,15,30
BA7658,18:55:00,MUC,SHORT,1,5,20
BA1551,21:09:00,BCN,SHORT,1,5,20
BA6711,12:46:00,ORD,LONG,5,15,30
BA6361,16:55:00,MAD,SHORT,1,5,20
BA7523,08:23:00,DFW,LONG,5,15,30
BA1697,17:18:00,CDG,SHORT,1,5,20
BA8794,12:48:00,VIE,SHORT,1,5,20
BA7338,13:58:00,JFK,LONG,5,15,30
BA6321,16:36:00,MUC,SHORT,1,5,20
BA3477,14:20:00,HND,LONG,5,15,30
BA3222,21:27:00,ZRH,SHORT,1,5,20
BA6048,17:59:00,JFK,LONG,5,15,30
BA1788,20:40:00,BCN,SHORT,1,5,20
BA6088,12:15:00,ORD,LONG,5,15,30
BA3999,19:48:00,DFW,LONG,5,15,30
BA1723,06:03:00,BCN,SHORT,1,5,20
BA2139,10:53:00,JFK,LONG,5,15,30
BA7150,10:25:00,ZRH,SHORT,1,5,20
BA1590,20:52:00,IST,SHORT,1,5,20
BA8473,06:00:00,JFK,LONG,5,15,30
BA4246,12:20:00,MUC,SHORT,1,5,20
BA1143,15:01:00,ORD,LONG,5,15,30
BA2955,16:09:00,MUC,SHORT,1,5,20
BA7865,15:43:00,MUC,SHORT,1,5,20
BA8238,08:48:00,IST,SHORT,1,5,20
BA4863,07:18:00,HND,LONG,5,15,30
BA8652,18:07:00,HND,LONG,5,15,30
BA4820,20:16:00,DXB,LONG,5,15,30
BA1853,12:35:00,IST,SHORT,1,5,20
BA3068,13:45:00,JFK,LONG,5,15,30
BA2116,06:08:00,AMS,SHORT,1,5,20
BA7997,11:21:00,AMS,SHORT,1,5,20
BA2886,08:00:00,CDG,SHORT,1,5,20
BA1754,12:02:00,MAD,SHORT,1,5,20
BA6643,07:19:00,FRA,SHORT,1,5,20
BA7321,17:41:00,ORD,LONG,5,15,30
BA9504,07:43:00,ORD,LONG,5,15,30
BA5766,12:28:00,DFW,LONG,5,15,30
BA4326,11:09:00,IST,SHORT,1,5,20
BA2294,15:49:00,AMS,SHORT,1,5,20
BA3605,09:31:00,CDG,SHORT,1,5,20
BA6793,16:25:00,ZRH,SHORT,1,5,20
BA3884,22:44:00,DFW,LONG,5,15,30
BA8853,19:42:00,MUC,SHORT,1,5,20
BA8101,08:48:00,FRA,SHORT,1,5,20
BA2686,08:33:00,ZRH,SHORT,1,5,20
BA7243,13:25:00,AMS,SHORT,1,5,20
BA7895,15:13:00,MUC,SHORT,1,5,20
BA8215,10:43:00,DXB,LONG,5,15,30
BA2885,13:45:00,FRA,SHORT,1,5,20
BA5782,07:51:00,AMS,SHORT,1,5,20
BA5769,21:04:00,ZRH,SHORT,1,5,20
BA7650,07:23:00,LAX,LONG,5,15,30
BA8801,09:14:00,HND,LONG,5,15,30
BA4743,13:43:00,BCN,SHORT,1,5,20
BA3511,17:11:00,BCN,SHORT,1,5,20
BA2336,12:08:00,DXB,LONG,5,15,30
BA2379,12:54:00,HND,LONG,5,15,30
BA6413,12:44:00,BCN,SHORT,1,5,20
BA8332,19:18:00,BCN,SHORT,1,5,20
BA4367,13:53:00,BCN,SHORT,1,5,20
BA7549,17:17:00,VIE,SHORT,1,5,20
BA8023,11:28:00,JFK,LONG,5,15,30
BA1171,08:11:00,DXB,LONG,5,15,30
BA5097,17:10:00,ZRH,SHORT,1,5,20
BA4111,09:50:00,MUC,SHORT,1,5,20
BA9418,12:10:00,ZRH,SHORT,1,5,20
BA6650,15:12:00,LAX,LONG,5,15,30
BA2808,21:54:00,MUC,SHORT,1,5,20
BA6122,19:20:00,VIE,SHORT,1,5,20
BA4943,08:42:00,BCN,SHORT,1,5,20
BA2153,07:44:00,ZRH,SHORT,1,5,20
BA1697,17:16:00,VIE,SHORT,1,5,20
BA6054,08:59:00,BCN,SHORT,1,5,20
BA5813,21:41:00,AMS,SHORT,1,5,20
BA9627,08:44:00,HND,LONG,5,15,30
BA3294,12:33:00,HND,LONG,5,15,30
BA8226,22:27:00,FRA,SHORT,1,5,20
BA3326,16:45:00,ZRH,SHORT,1,5,20
BA7789,14:25:00,DFW,LONG,5,15,30
BA1930,18:05:00,ORD,LONG,5,15,30
BA6904,07:07:00,IST,SHORT,1,5,20
BA9456,07:10:00,DXB,LONG,5,15,30
BA9803,15:37:00,IST,SHORT,1,5,20
BA9541,19:54:00,FRA,SHORT,1,5,20
BA3361,21:49:00,MAD,SHORT,1,5,20
BA2210,12:10:00,JFK,LONG,5,15,30
BA3925,22:45:00,MUC,SHORT,1,5,20
BA4015,17:56:00,MUC,SHORT,1,5,20
BA9083,14:23:00,DFW,LONG,5,15,30
BA8667,21:51:00,MUC,SHORT,1,5,20
BA8340,06:29:00,FRA,SHORT,1,5,20
BA8639,16:58:00,CDG,SHORT,1,5,20
BA5156,13:57:00,MAD,SHORT,1,5,20
BA5012,14:02:00,DXB,LONG,5,15,30
BA6654,22:25:00,FRA,SHORT,1,5,20
BA6369,15:02:00,HND,LONG,5,15,30
BA1341,07:51:00,HND,LONG,5,15,30
BA1077,17:05:00,JFK,LONG,5,15,30
BA3740,14:15:00,DFW,LONG,5,15,30
BA3027,06:04:00,MUC,SHORT,1,5,20
BA4510,15:20:00,DXB,LONG,5,15,30
BA6712,10:49:00,IST,SHORT,1,5,20
BA4457,19:55:00,ZRH,SHORT,1,5,20
BA6926,07:39:00,HND,LONG,5,15,30
BA1187,11:41:00,DFW,LONG,5,15,30
BA9465,07:08:00,JFK,LONG,5,15,30
BA6938,10:21:00,FRA,SHORT,1,5,20
BA9384,10:38:00,LAX,LONG,5,15,30
BA2969,19:09:00,JFK,LONG,5,15,30
BA6975,11:15:00,CDG,SHORT,1,5,20
BA7621,11:01:00,FRA,SHORT,1,5,20
BA5272,13:15:00,LAX,LONG,5,15,30
BA5953,09:05:00,DXB,LONG,5,15,30
BA5474,19:59:00,IST,SHORT,1,5,20
BA5376,19:41:00,LAX,LONG,5,15,30
BA9820,15:02:00,JFK,LONG,5,15,30
BA1256,06:42:00,HND,LONG,5,15,30
BA5447,17:01:00,DFW,LONG,5,15,30
BA4310,22:18:00,DFW,LONG,5,15,30
BA3437,12:04:00,CDG,SHORT,1,5,20
BA4848,19:04:00,JFK,LONG,5,15,30
BA5141,10:40:00,LAX,LONG,5,15,30
BA1607,12:02:00,MUC,SHORT,1,5,20
BA3613,18:42:00,JFK,LONG,5,15,30
BA7005,16:32:00,JFK,LONG,5,15,30
BA8149,17:51:00,AMS,SHORT,1,5,20
BA6592,08:38:00,ZRH,SHORT,1,5,20
BA7514,20:05:00,CDG,SHORT,1,5,20
BA6146,11:28:00,MUC,SHORT,1,5,20
BA5937,10:01:00,FRA,SHORT,1,5,20
BA3284,16:12:00,FRA,SHORT,1,5,20
BA8759,21:16:00,DFW,LONG,5,15,30
BA3489,06:58:00,HND,LONG,5,15,30
BA2427,22:42:00,AMS,SHORT,1,5,20
BA7654,22:56:00,BCN,SHORT,1,5,20
BA6701,21:33:00,ORD,LONG,5,15,30
BA3914,14:34:00,MAD,SHORT,1,5,20
BA7310,15:36:00,ORD,LONG,5,15,30
BA1513,17:19:00,IST,SHORT,1,5,20
BA9883,22:10:00,VIE,SHORT,1,5,20
BA9249,10:16:00,ORD,LONG,5,15,30
BA5886,21:24:00,BCN,SHORT,1,5,20
BA4278,16:46:00,MAD,SHORT,1,5,20
BA5358,09:54:00,MUC,SHORT,1,5,20
BA1986,19:36:00,JFK,LONG,5,15,30
BA4455,09:32:00,FRA,SHORT,1,5,20
BA1146,06:03:00,VIE,SHORT,1,5,20
BA1750,21:19:00,DFW,LONG,5,15,30
BA6651,14:55:00,CDG,SHORT,1,5,20
BA8252,09:33:00,MAD,SHORT,1,5,20
BA3198,18:54:00,MAD,SHORT,1,5,20
BA2561,14:15:00,MAD,SHORT,1,5,20
BA4061,08:23:00,VIE,SHORT,1,5,20
BA4497,06:15:00,LAX,LONG,5,15,30
BA6903,21:38:00,ORD,LONG,5,15,30
BA1310,14:24:00,AMS,SHORT,1,5,20
BA8013,12:37:00,BCN,SHORT,1,5,20
BA8880,22:15:00,AMS,SHORT,1,5,20
BA4359,21:24:00,JFK,LONG,5,15,30
BA4499,15:38:00,FRA,SHORT,1,5,20
BA8680,19:38:00,FRA,SHORT,1,5,20
BA4662,09:49:00,MAD,SHORT,1,5,20
BA3079,18:05:00,VIE,SHORT,1,5,20
BA1367,08:29:00,DFW,LONG,5,15,30
BA8937,19:43:00,BCN,SHORT,1,5,20
BA5706,21:01:00,AMS,SHORT,1,5,20
BA1684,22:24:00,BCN,SHORT,1,5,20
BA5007,18:45:00,BCN,SHORT,1,5,20
BA7587,16:41:00,FRA,SHORT,1,5,20
BA8771,12:12:00,ORD,LONG,5,15,30
BA6833,12:02:00,MUC,SHORT,1,5,20
BA5190,16:52:00,BCN,SHORT,1,5,20
BA7142,09:16:00,BCN,SHORT,1,5,20
BA8430,21:15:00,VIE,SHORT,1,5,20
BA9198,07:08:00,CDG,SHORT,1,5,20
BA7037,14:00:00,JFK,LONG,5,15,30
BA4204,08:55:00,AMS,SHORT,1,5,20
BA8424,15:58:00,LAX,LONG,5,15,30
BA2250,13:36:00,JFK,LONG,5,15,30
BA1494,14:10:00,MUC,SHORT,1,5,20
BA2727,20:05:00,FRA,SHORT,1,5,20
BA8435,12:22:00,DFW,LONG,5,15,30
BA1258,12:59:00,LAX,LONG,5,15,30
BA1681,20:27:00,VIE,SHORT,1,5,20
BA7144,10:36:00,JFK,LONG,5,15,30
BA7337,10:00:00,IST,SHORT,1,5,20
BA8542,13:43:00,BCN,SHORT,1,5,20
BA5212,22:50:00,BCN,SHORT,1,5,20
BA4095,13:44:00,FRA,SHORT,1,5,20
BA7803,13:48:00,MUC,SHORT,1,5,20
BA1874,11:15:00,MUC,SHORT,1,5,20
BA7647,12:45:00,VIE,SHORT,1,5,20
BA2844,18:06:00,FRA,SHORT,1,5,20
BA3570,15:31:00,DFW,LONG,5,15,30
BA6810,15:15:00,LAX,LONG,5,15,30
BA8100,19:10:00,LAX,LONG,5,15,30
BA4092,12:58:00,AMS,SHORT,1,5,20
BA2146,12:06:00,BCN,SHORT,1,5,20
BA7498,10:05:00,ORD,LONG,5,15,30
BA7005,06:55:00,DFW,LONG,5,15,30
BA8754,21:12:00,MUC,SHORT,1,5,20
BA8362,20:33:00,ZRH,SHORT,1,5,20
BA5118,10:40:00,HND,LONG,5,15,30
BA2354,19:26:00,AMS,SHORT,1,5,20
BA2515,13:21:00,IST,SHORT,1,5,20
BA6908,07:51:00,MAD,SHORT,1,5,20
BA3098,08:42:00,AMS,SHORT,1,5,20
BA2668,06:09:00,DXB,LONG,5,15,30
BA2615,13:27:00,CDG,SHORT,1,5,20
BA8700,21:08:00,MUC,SHORT,1,5,20
BA3377,18:50:00,ORD,LONG,5,15,30
BA7683,13:15:00,HND,LONG,5,15,30
BA6021,09:18:00,FRA,SHORT,1,5,20
BA7350,13:28:00,HND,LONG,5,15,30
BA4504,06:17:00,LAX,LONG,5,15,30
BA4685,07:08:00,DFW,LONG,5,15,30
BA7144,22:32:00,ZRH,SHORT,1,5,20
BA9728,07:29:00,DFW,LONG,5,15,30
BA7840,11:04:00,ZRH,SHORT,1,5,20
BA6086,22:33:00,DXB,LONG,5,15,30
BA5896,08:59:00,AMS,SHORT,1,5,20
BA2674,09:14:00,DFW,LONG,5,15,30
BA2226,19:44:00,CDG,SHORT,1,5,20
BA3804,11:38:00,ORD,LONG,5,15,30
BA3722,19:26:00,LAX,LONG,5,15,30
BA8350,06:48:00,DXB,LONG,5,15,30
BA4868,17:36:00,DXB,LONG,5,15,30
BA5189,15:34:00,IST,SHORT,1,5,20
BA7384,16:33:00,ORD,LONG,5,15,30
BA5700,22:54:00,BCN,SHORT,1,5,20
BA2992,16:05:00,VIE,SHORT,1,5,20
BA1773,10:35:00,DFW,LONG,5,15,30
BA8209,15:20:00,VIE,SHORT,1,5,20
BA7989,09:03:00,IST,SHORT,1,5,20
BA8900,17:06:00,FRA,SHORT,1,5,20
BA3491,06:23:00,DXB,LONG,5,15,30
BA8845,18:21:00,ORD,LONG,5,15,30
BA3041,21:04:00,HND,LONG,5,15,30
BA8128,21:20:00,VIE,SHORT,1,5,20
BA3037,08:37:00,HND,LONG,5,15,30
BA9145,07:28:00,CDG,SHORT,1,5,20
BA8752,14:14:00,JFK,LONG,5,15,30
BA1375,20:55:00,CDG,SHORT,1,5,20
BA6808,17:56:00,LAX,LONG,5,15,30
BA9113,13:14:00,DXB,LONG,5,15,30
BA3142,14:16:00,JFK,LONG,5,15,30
BA4117,17:27:00,BCN,SHORT,1,5,20
BA9040,09:48:00,MUC,SHORT,1,5,20
BA4417,20:28:00,MUC,SHORT,1,5,20
BA8944,20:53:00,LAX,LONG,5,15,30
BA2107,09:35:00,JFK,LONG,5,15,30
BA8172,20:35:00,MUC,SHORT,1,5,20
BA8126,09:45:00,MUC,SHORT,1,5,20
BA8327,07:35:00,MAD,SHORT,1,5,20
BA4263,17:42:00,IST,SHORT,1,5,20
BA4697,17:18:00,ORD,LONG,5,15,30
BA3291,17:57:00,DFW,LONG,5,15,30
BA8317,08:09:00,LAX,LONG,5,15,30
BA5914,18:03:00,DFW,LONG,5,15,30
BA7355,11:47:00,FRA,SHORT,1,5,20
BA2412,18:11:00,HND,LONG,5,15,30
BA7451,14:36:00,FRA,SHORT,1,5,20
BA8427,08:01:00,DXB,LONG,5,15,30
BA2767,08:38:00,MAD,SHORT,1,5,20
BA7237,17:30:00,VIE,SHORT,1,5,20
BA5901,08:26:00,LAX,LONG,5,15,30
BA7327,13:07:00,VIE,SHORT,1,5,20
BA6739,17:09:00,AMS,SHORT,1,5,20
BA4869,10:21:00,JFK,LONG,5,15,30
BA7755,19:07:00,AMS,SHORT,1,5,20
BA3184,09:29:00,ORD,LONG,5,15,30
BA2764,17:36:00,ORD,LONG,5,15,30
BA2408,08:20:00,MAD,SHORT,1,5,20
BA9877,08:43:00,BCN,SHORT,1,5,20
BA5176,17:51:00,JFK,LONG,5,15,30
BA6189,18:31:00,HND,LONG,5,15,30
BA9259,08:05:00,MUC,SHORT,1,5,20
BA1276,17:19:00,AMS,SHORT,1,5,20
BA9960,16:57:00,VIE,SHORT,1,5,20
BA1074,13:13:00,ZRH,SHORT,1,5,20
BA3943,07:58:00,DXB,LONG,5,15,30
BA3115,08:16:00,AMS,SHORT,1,5,20
BA2253,16:31:00,VIE,SHORT,1,5,20
BA3923,17:24:00,LAX,LONG,5,15,30
BA9714,16:53:00,IST,SHORT,1,5,20
BA7727,13:41:00,LAX,LONG,5,15,30
BA7252,17:40:00,AMS,SHORT,1,5,20
BA7498,09:33:00,FRA,SHORT,1,5,20
BA8642,18:39:00,VIE,SHORT,1,5,20
BA2120,16:09:00,JFK,LONG,5,15,30
BA9704,07:23:00,DXB,LONG,5,15,30
BA5859,19:41:00,MUC,SHORT,1,5,20
BA4579,14:28:00,JFK,LONG,5,15,30
BA3643,09:50:00,AMS,SHORT,1,5,20
BA7959,11:28:00,BCN,SHORT,1,5,20
BA6250,08:47:00,MAD,SHORT,1,5,20
BA8064,21:41:00,MUC,SHORT,1,5,20
BA9582,13:44:00,MAD,SHORT,1,5,20
BA9571,06:47:00,ZRH,SHORT,1,5,20
BA3670,07:18:00,VIE,SHORT,1,5,20
BA5154,21:09:00,FRA,SHORT,1,5,20
BA2579,19:58:00,AMS,SHORT,1,5,20
BA3725,21:39:00,ZRH,SHORT,1,5,20
BA6270,11:26:00,JFK,LONG,5,15,30
BA3206,09:34:00,MUC,SHORT,1,5,20
BA8896,11:57:00,DFW,LONG,5,15,30
BA9118,10:17:00,HND,LONG,5,15,30
BA3462,10:57:00,BCN,SHORT,1,5,20
BA8488,14:27:00,BCN,SHORT,1,5,20
BA2253,06:03:00,JFK,LONG,5,15,30
BA9031,10:58:00,ORD,LONG,5,15,30
BA2187,15:25:00,ZRH,SHORT,1,5,20
BA8912,22:32:00,CDG,SHORT,1,5,20
BA3936,13:47:00,ZRH,SHORT,1,5,20
BA3424,18:17:00,HND,LONG,5,15,30
BA1324,16:04:00,MUC,SHORT,1,5,20
BA2179,22:36:00,MAD,SHORT,1,5,20
BA9263,11:34:00,ZRH,SHORT,1,5,20
BA6814,17:26:00,IST,SHORT,1,5,20
BA4702,15:15:00,MUC,SHORT,1,5,20
BA1876,21:01:00,CDG,SHORT,1,5,20
BA8977,08:11:00,HND,LONG,5,15,30
BA9119,09:07:00,CDG,SHORT,1,5,20
BA5328,09:37:00,BCN,SHORT,1,5,20
BA1990,06:06:00,MUC,SHORT,1,5,20
BA6618,09:49:00,LAX,LONG,5,15,30
BA5996,18:34:00,MAD,SHORT,1,5,20
BA5456,19:49:00,VIE,SHORT,1,5,20
BA3964,15:38:00,CDG,SHORT,1,5,20
BA4624,11:41:00,BCN,SHORT,1,5,20
BA8556,07:47:00,AMS,SHORT,1,5,20
BA1334,20:32:00,JFK,LONG,5,15,30
BA3881,13:30:00,LAX,LONG,5,15,30
BA6281,13:50:00,ZRH,SHORT,1,5,20
BA2591,09:31:00,FRA,SHORT,1,5,20
BA8729,18:47:00,HND,LONG,5,15,30
BA6401,09:56:00,VIE,SHORT,1,5,20
BA4755,19:05:00,ORD,LONG,5,15,30
BA4281,16:43:00,MAD,SHORT,1,5,20
BA1085,20:23:00,LAX,LONG,5,15,30
BA5339,13:28:00,BCN,SHORT,1,5,20
BA9428,12:22:00,JFK,LONG,5,15,30
BA7400,13:15:00,IST,SHORT,1,5,20
BA4472,20:47:00,ZRH,SHORT,1,5,20
BA7108,08:15:00,LAX,LONG,5,15,30
BA2322,06:23:00,JFK,LONG,5,15,30
BA7947,07:09:00,VIE,SHORT,1,5,20
BA6598,11:00:00,MUC,SHORT,1,5,20
BA4802,14:33:00,CDG,SHORT,1,5,20
BA3082,07:47:00,MAD,SHORT,1,5,20
BA5688,11:10:00,DFW,LONG,5,15,30
BA9282,14:56:00,DFW,LONG,5,15,30
BA9066,19:09:00,ZRH,SHORT,1,5,20
BA7386,12:38:00,MUC,SHORT,1,5,20
BA8811,08:26:00,DXB,LONG,5,15,30
BA6586,20:05:00,DFW,LONG,5,15,30
BA1650,14:15:00,FRA,SHORT,1,5,20
BA1852,08:53:00,JFK,LONG,5,15,30
BA4008,15:54:00,VIE,SHORT,1,5,20
BA7732,20:13:00,AMS,SHORT,1,5,20
BA6127,14:41:00,DFW,LONG,5,15,30
BA1344,08:47:00,HND,LONG,5,15,30
BA9607,15:13:00,DFW,LONG,5,15,30
BA2482,17:39:00,HND,LONG,5,15,30
BA3812,22:55:00,AMS,SHORT,1,5,20
BA4887,08:21:00,JFK,LONG,5,15,30
BA5014,12:51:00,HND,LONG,5,15,30
BA3591,13:20:00,FRA,SHORT,1,5,20
BA2275,17:53:00,VIE,SHORT,1,5,20
BA7707,10:16:00,JFK,LONG,5,15,30
BA1313,06:14:00,MUC,SHORT,1,5,20
BA2132,18:45:00,DXB,LONG,5,15,30
BA5240,12:06:00,DXB,LONG,5,15,30
BA8499,13:05:00,DFW,LONG,5,15,30
BA4412,07:27:00,DFW,LONG,5,15,30
BA1891,22:43:00,BCN,SHORT,1,5,20
BA4069,19:51:00,JFK,LONG,5,15,30
BA2413,09:39:00,AMS,SHORT,1,5,20
BA6531,13:09:00,MAD,SHORT,1,5,20
BA3589,17:29:00,IST,SHORT,1,5,20
BA4137,11:32:00,AMS,SHORT,1,5,20
BA3686,22:59:00,CDG,SHORT,1,5,20
BA3560,18:49:00,MUC,SHORT,1,5,20
BA1754,14:34:00,CDG,SHORT,1,5,20
BA8967,21:28:00,VIE,SHORT,1,5,20
BA9955,19:33:00,ZRH,SHORT,1,5,20
BA1209,21:50:00,BCN,SHORT,1,5,20
BA2357,13:30:00,ORD,LONG,5,15,30
BA4580,12:31:00,ORD,LONG,5,15,30
BA4751,13:33:00,MUC,SHORT,1,5,20
BA9520,15:16:00,DFW,LONG,5,15,30
BA7210,21:05:00,DFW,LONG,5,15,30
BA5123,12:47:00,VIE,SHORT,1,5,20
BA7799,06:16:00,DXB,LONG,5,15,30
BA5388,11:46:00,BCN,SHORT,1,5,20
BA9367,11:11:00,HND,LONG,5,15,30
BA1222,21:27:00,JFK,LONG,5,15,30
